sample_name	studyID	SampleID	file_filtered_r1r2_combined	reads_per_unfiltered_file	reads_per_file	species_id	host_phylum	host_class	host_family	host_genus	host_kingdom	host_order	host_species	reference_for_filtering	TimeTree_returned	host_common_name	host_flight	reference_host_for_filtering	host_modality	host_diet	country	habitat	sample_type	diet_category_12	diet_category_3	captive_wild	
13881.SAMEA6809376	13881	Cyprinus-carpio_SAMEA6809376.ebi_filtered_r1r2combined_sampleCombined	Cyprinus-carpio_SAMEA6809376.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	5075242	2401596	common_carp.1	Chordata	Actinopterygii	Cyprinidae	Cyprinus	Metazoa	Cypriniformes	Cyprinus carpio	Cyprinus carpio	Cyprinus_carpio	common carp		Cyprinus carpio		omnivore	Austria		feces	omnivore	omnivore	wild	
13881.SAMEA6809409	13881	Cyprinus-carpio_SAMEA6809409.ebi_filtered_r1r2combined_sampleCombined	Cyprinus-carpio_SAMEA6809409.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	5019560	798214	common_carp.2	Chordata	Actinopterygii	Cyprinidae	Cyprinus	Metazoa	Cypriniformes	Cyprinus carpio	Cyprinus carpio	Cyprinus_carpio	common carp		Cyprinus carpio		omnivore	Austria		gut	omnivore	omnivore	wild	
13881.SAMEA6809418	13881	Rana-temporaria_SAMEA6809418.ebi_filtered_r1r2combined_sampleCombined	Rana-temporaria_SAMEA6809418.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	11394398	2214802	common_frog.1	Chordata	Amphibia	Ranidae	Rana	Metazoa	Anura	Rana temporaria	Rana temporaria	Rana_temporaria	common frog		Rana temporaria		carnivore	Austria		feces	carnivore	carnivore	wild	
13881.SAMEA6809419	13881	Rana-temporaria_SAMEA6809419.ebi_filtered_r1r2combined_sampleCombined	Rana-temporaria_SAMEA6809419.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	10575640	1880786	common_frog.2	Chordata	Amphibia	Ranidae	Rana	Metazoa	Anura	Rana temporaria	Rana temporaria	Rana_temporaria	common frog		Rana temporaria		carnivore	Austria		feces	carnivore	carnivore	wild	
13881.SAMEA6809416	13881	Hemidactylus-frenatus_SAMEA6809416.ebi_filtered_r1r2combined_sampleCombined	Hemidactylus-frenatus_SAMEA6809416.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1788916	1788880	common_house_gecko.1	Chordata	Reptilia	Gekkonidae	Hemidactylus	Metazoa	Squamata	Hemidactylus frenatus	Gekko japonicus	Hemidactylus_frenatus	common house gecko		Gekko japonicus		carnivore	Viet Nam		feces	insectivore	carnivore	wild	
13881.SAMEA6809417	13881	Hemidactylus-frenatus_SAMEA6809417.ebi_filtered_r1r2combined_sampleCombined	Hemidactylus-frenatus_SAMEA6809417.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	10972462	10972018	common_house_gecko.2	Chordata	Reptilia	Gekkonidae	Hemidactylus	Metazoa	Squamata	Hemidactylus frenatus	Gekko japonicus	Hemidactylus_frenatus	common house gecko		Gekko japonicus		carnivore	Viet Nam		feces	insectivore	carnivore	wild	
13881.SAMEA6809367	13881	Falco-tinnunculus_SAMEA6809367.ebi_filtered_r1r2combined_sampleCombined	Falco-tinnunculus_SAMEA6809367.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	11377720	2518878	common_kestrel.1	Chordata	Aves	Falconidae	Falco	Metazoa	Falconiformes	Falco tinnunculus	Falco tinnunculus	Falco_tinnunculus	common kestrel		Falco tinnunculus		carnivore	Hungary		gut	carnivore	carnivore	wild	
13881.SAMEA6809368	13881	Falco-tinnunculus_SAMEA6809368.ebi_filtered_r1r2combined_sampleCombined	Falco-tinnunculus_SAMEA6809368.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	9599706	2540606	common_kestrel.2	Chordata	Aves	Falconidae	Falco	Metazoa	Falconiformes	Falco tinnunculus	Falco tinnunculus	Falco_tinnunculus	common kestrel		Falco tinnunculus		carnivore	Hungary		gut	carnivore	carnivore	wild	
13881.SAMEA6809465	13881	Pica-pica_SAMEA6809465.ebi_filtered_r1r2combined_sampleCombined	Pica-pica_SAMEA6809465.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	4112984	3600596	common_magpie.1	Chordata	Aves	Corvidae	Pica	Metazoa	Passeriformes	Pica pica	Corvus brachyrhynchos	Pica_pica	Common magpie		Corvus brachyrhynchos		omnivore	Hungary		feces	omnivore	omnivore	wild	
13881.SAMEA6809463	13881	Pipistrellus-pipistrellus_SAMEA6809463.ebi_filtered_r1r2combined_sampleCombined	Pipistrellus-pipistrellus_SAMEA6809463.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	7898608	4491290	common_nase.1	Chordata	Mammalia	Vespertilionidae	Pipistrellus	Metazoa	Chiroptera	Pipistrellus pipistrellus	Pipistrellus pipistrellus	Pipistrellus_pipistrellus	common pipistrelle		Pipistrellus pipistrellus		carnivore	Hungary		gut	insectivore	carnivore	wild	
13881.SAMEA6809359	13881	Anas-crecca_SAMEA6809359.ebi_filtered_r1r2combined_sampleCombined	Anas-crecca_SAMEA6809359.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	839932	781690	common_pipistrelle.1	Chordata	Aves	Anatidae	Anas	Metazoa	Anseriformes	Anas crecca	Anas platyrhynchos	Anas_crecca	Common teal		Anas platyrhynchos		omnivore	Austria		feces	granivore	herbivore	wild	
13881.SAMEA6809636	13881	Bufo-bufo_SAMEA6809636.ebi_filtered_r1r2combined_sampleCombined	Bufo-bufo_SAMEA6809636.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2174914	1992232	common_quail.1	Chordata	Amphibia	Bufonidae	Bufo	Metazoa	Anura	Bufo bufo	Bufo bufo	Bufo_bufo	common toad		Bufo bufo		carnivore	Austria		feces	insectivore	carnivore	wild	
13881.SAMEA6809637	13881	Bufo-bufo_SAMEA6809637.ebi_filtered_r1r2combined_sampleCombined	Bufo-bufo_SAMEA6809637.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1591592	1590848	common_rudd.1	Chordata	Amphibia	Bufonidae	Bufo	Metazoa	Anura	Bufo bufo	Bufo bufo	Bufo_bufo	common toad		Bufo bufo		carnivore	Austria		feces	insectivore	carnivore	wild	
13881.SAMEA6809410	13881	Chondrostoma-nasus_SAMEA6809410.ebi_filtered_r1r2combined_sampleCombined	Chondrostoma-nasus_SAMEA6809410.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	6876938	6610756	common_vampire_bat.5	Chordata	Actinopterygii	Leuciscidae	Chondrostoma	Metazoa	Cypriniformes	Chondrostoma nasus	Squalius pyrenaicus	Chondrostoma_nasus	Common_Nase		Squalius pyrenaicus		omnivore	Austria		gut	omnivore	omnivore	wild	
13881.SAMEA6809457	13881	Chondrostoma-nasus_SAMEA6809457.ebi_filtered_r1r2combined_sampleCombined	Chondrostoma-nasus_SAMEA6809457.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3778644	3757120	common_vampire_bat.6	Chordata	Actinopterygii	Leuciscidae	Chondrostoma	Metazoa	Cypriniformes	Chondrostoma nasus	Squalius pyrenaicus	Chondrostoma_nasus	Common_Nase		Squalius pyrenaicus		omnivore	Austria		feces	omnivore	omnivore	wild	
13881.SAMEA6809603	13881	Scardinius-erythrophthalmus_SAMEA6809603.ebi_filtered_r1r2combined_sampleCombined	Scardinius-erythrophthalmus_SAMEA6809603.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	4693292	2458834	common_vampire_bat.7	Chordata	Actinopterygii	Leuciscidae	Scardinius	Metazoa	Cypriniformes	Scardinius erythrophthalmus	Leuciscus waleckii	Scardinius_erythrophthalmus	Common_Rudd		Leuciscus waleckii		omnivore	Austria		feces	omnivore	omnivore	wild	
13881.SAMEA6809620	13881	Scardinius-erythrophthalmus_SAMEA6809620.ebi_filtered_r1r2combined_sampleCombined	Scardinius-erythrophthalmus_SAMEA6809620.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3611730	1821830	common_vampire_bat.8	Chordata	Actinopterygii	Leuciscidae	Scardinius	Metazoa	Cypriniformes	Scardinius erythrophthalmus	Leuciscus waleckii	Scardinius_erythrophthalmus	Common_Rudd		Leuciscus waleckii		omnivore	Austria		feces	omnivore	omnivore	wild	
13881.SAMEA6809451	13881	Testudo-hermanni_SAMEA6809451.ebi_filtered_r1r2combined_sampleCombined	Testudo-hermanni_SAMEA6809451.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	6553166	6546678	dalmatian_tortoise.1	Chordata	Reptilia	Testudinidae	Testudo	Metazoa	Testudines	Testudo hermanni boettgeri	Gopherus evgoodei	Testudo_hermanni	Dalmatian_Tortoise		Gopherus evgoodei		omnivore	Croatia		feces	herbivore	herbivore	wild	
13881.SAMEA6809447	13881	Trachypithecus-delacouri_SAMEA6809447.ebi_filtered_r1r2combined_sampleCombined	Trachypithecus-delacouri_SAMEA6809447.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3919676	3919514	delacour's_langur.1	Chordata	Mammalia	Cercopithecidae	Trachypithecus	Metazoa	Primates	Trachypithecus delacouri	"
Trachypithecus francoisi"	Trachypithecus_delacouri	Delacour's langur		"
Trachypithecus francoisi"		herbivore	Viet Nam		feces	folivore	herbivore	wild	
13881.SAMEA6809535	13881	Heteromys-desmarestianus_SAMEA6809535.ebi_filtered_r1r2combined_sampleCombined	Heteromys-desmarestianus_SAMEA6809535.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	16692706	16691832	desmarest's_spiny_pocket_mouse.1	Chordata	Mammalia	Heteromyidae	Heteromys	Metazoa	Rodentia	Heteromys desmarestianus	Perognathus longimembris	Heteromys_desmarestianus	Desmarest's spiny pocket mouse		Perognathus longimembris		omnivore	Costa Rica		gut	granivore	herbivore	wild	
13881.SAMEA6809622	13881	Canis-lupus_SAMEA6809622.ebi_filtered_r1r2combined_sampleCombined	Canis-lupus_SAMEA6809622.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3675596	3674814	dog.1	Chordata	Mammalia	Canidae	Canis	Metazoa	Carnivora	Canis lupus familiaris	Canis lupus familiaris	Canis_lupus	dog		Canis lupus familiaris		carnivore	Austria		feces	carnivore	carnivore	captive	
13881.SAMEA6809644	13881	Canis-lupus_SAMEA6809644.ebi_filtered_r1r2combined_sampleCombined	Canis-lupus_SAMEA6809644.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2151410	2129636	dog.2	Chordata	Mammalia	Canidae	Canis	Metazoa	Carnivora	Canis lupus familiaris	Canis lupus familiaris	Canis_lupus	dog		Canis lupus familiaris		carnivore	Austria		feces	carnivore	carnivore	captive	
13881.SAMEA6809421	13881	Felis-catus_SAMEA6809421.ebi_filtered_r1r2combined_sampleCombined	Felis-catus_SAMEA6809421.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2329112	2328798	domestic_cat.1	Chordata	Mammalia	Felidae	Felis	Metazoa	Carnivora	Felis catus	Felis catus	Felis_catus	domestic cat		Felis catus		carnivore	Austria		feces	carnivore	carnivore	captive	
13881.SAMEA6809422	13881	Felis-catus_SAMEA6809422.ebi_filtered_r1r2combined_sampleCombined	Felis-catus_SAMEA6809422.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2357386	2356866	domestic_cat.2	Chordata	Mammalia	Felidae	Felis	Metazoa	Carnivora	Felis catus	Felis catus	Felis_catus	domestic cat		Felis catus		carnivore	Austria		feces	carnivore	carnivore	captive	
13881.SAMEA6809401	13881	Anser-anser_SAMEA6809401.ebi_filtered_r1r2combined_sampleCombined	Anser-anser_SAMEA6809401.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2370158	2368516	domestic_goose.1	Chordata	Aves	Anatidae	Anser	Metazoa	Anseriformes	Anser anser	Anser cygnoides	Anser_anser	Domestic goose		Anser cygnoides		herbivore	Austria		feces	granivore	herbivore	wild	
13881.SAMEA6809431	13881	Anser-anser_SAMEA6809431.ebi_filtered_r1r2combined_sampleCombined	Anser-anser_SAMEA6809431.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	7408472	7384780	domestic_goose.2	Chordata	Aves	Anatidae	Anser	Metazoa	Anseriformes	Anser anser	Anser cygnoides	Anser_anser	Domestic goose		Anser cygnoides		herbivore	Austria		feces	granivore	herbivore	wild	
13881.SAMEA6809432	13881	Anser-anser_SAMEA6809432.ebi_filtered_r1r2combined_sampleCombined	Anser-anser_SAMEA6809432.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3195818	3195370	domestic_goose.3	Chordata	Aves	Anatidae	Anser	Metazoa	Anseriformes	Anser anser	Anser cygnoides	Anser_anser	Domestic goose		Anser cygnoides		herbivore	Austria		feces	granivore	herbivore	wild	
13881.SAMEA6809433	13881	Anser-anser_SAMEA6809433.ebi_filtered_r1r2combined_sampleCombined	Anser-anser_SAMEA6809433.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	6500534	6242794	domestic_goose.4	Chordata	Aves	Anatidae	Anser	Metazoa	Anseriformes	Anser anser	Anser cygnoides	Anser_anser	Domestic goose		Anser cygnoides		herbivore	Austria		feces	granivore	herbivore	wild	
13881.SAMEA6809434	13881	Anser-anser_SAMEA6809434.ebi_filtered_r1r2combined_sampleCombined	Anser-anser_SAMEA6809434.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	15386444	15375304	domestic_goose.5	Chordata	Aves	Anatidae	Anser	Metazoa	Anseriformes	Anser anser	Anser cygnoides	Anser_anser	Domestic goose		Anser cygnoides		herbivore	Austria		feces	granivore	herbivore	wild	
13881.SAMEA6809502	13881	Anser-anser_SAMEA6809502.ebi_filtered_r1r2combined_sampleCombined	Anser-anser_SAMEA6809502.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	5648010	5641276	domestic_goose.6	Chordata	Aves	Anatidae	Anser	Metazoa	Anseriformes	Anser anser	Anser cygnoides	Anser_anser	Domestic goose		Anser cygnoides		herbivore	Germany		feces	granivore	herbivore	wild	
13881.SAMEA6809552	13881	Sus-scrofa_SAMEA6809552.ebi_filtered_r1r2combined_sampleCombined	Sus-scrofa_SAMEA6809552.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	8145248	5451830	domestic_pig.1	Chordata	Mammalia	Suidae	Sus	Metazoa	Artiodactyla	Sus scrofa domesticus	Sus scrofa domesticus	Sus_scrofa	domestic pig		Sus scrofa domesticus		omnivore	Austria		feces	omnivore	omnivore	captive	
13881.SAMEA6809629	13881	Sus-scrofa_SAMEA6809629.ebi_filtered_r1r2combined_sampleCombined	Sus-scrofa_SAMEA6809629.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	4254870	4252228	domestic_pig.2	Chordata	Mammalia	Suidae	Sus	Metazoa	Artiodactyla	Sus scrofa domesticus	Sus scrofa domesticus	Sus_scrofa	domestic pig		Sus scrofa domesticus		omnivore	Austria		feces	omnivore	omnivore	captive	
13881.SAMEA6809627	13881	Prunella-modularis_SAMEA6809627.ebi_filtered_r1r2combined_sampleCombined	Prunella-modularis_SAMEA6809627.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	7895834	7608288	dunnock.1	Chordata	Aves	Passeridae	Prunella	Metazoa	Passeriformes	Prunella modularis	Prunella fulvescens	Prunella_modularis	Dunnock		Prunella fulvescens		omnivore	Austria		feces	omnivore	omnivore	wild	
13881.SAMEA6809539	13881	Melanomys-caliginosus_SAMEA6809539.ebi_filtered_r1r2combined_sampleCombined	Melanomys-caliginosus_SAMEA6809539.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2425382	2384836	dusky_rice_rat.1	Chordata	Mammalia	Cricetidae	Melanomys	Metazoa	Rodentia	Melanomys caliginosus	Sigmodon hispidus	Melanomys_caliginosus	dusky rice rat		Sigmodon hispidus		omnivore	Costa Rica		gut	omnivore	omnivore	wild	
13881.SAMEA6809485	13881	Macropus-giganteus_SAMEA6809485.ebi_filtered_r1r2combined_sampleCombined	Macropus-giganteus_SAMEA6809485.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	8109494	8106464	eastern_gray_kangaroo.1	Chordata	Mammalia	Macropodidae	Macropus	Metazoa	Diprotodontia	Macropus giganteus	Notamacropus eugenii	Macropus_giganteus	eastern gray kangaroo		Notamacropus eugenii		herbivore	Australia		feces	herbivore	herbivore	wild	
13881.SAMEA6809495	13881	Cervus-canadensis_SAMEA6809495.ebi_filtered_r1r2combined_sampleCombined	Cervus-canadensis_SAMEA6809495.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	9592774	9587942	eastern_wapiti.1	Chordata	Mammalia	Cervidae	Cervus	Metazoa	Artiodactyla	Cervus canadensis canadensis	Cervus elaphus hippelaphus		Eastern wapiti		Cervus elaphus hippelaphus		herbivore	Austria		feces	herbivore	herbivore	captive	
13881.SAMEA6809545	13881	Dromaius-novaehollandiae_SAMEA6809545.ebi_filtered_r1r2combined_sampleCombined	Dromaius-novaehollandiae_SAMEA6809545.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	4393232	4392968	emu.3	Chordata	Aves	Dromaiidae	Dromaius	Metazoa	Casuariiformes	Dromaius novaehollandiae	Dromaius novaehollandiae	Dromaius_novaehollandiae	emu		Dromaius novaehollandiae		omnivore	Austria		feces	carnivore	carnivore	captive	
13881.SAMEA6809587	13881	Dromaius-novaehollandiae_SAMEA6809587.ebi_filtered_r1r2combined_sampleCombined	Dromaius-novaehollandiae_SAMEA6809587.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	10119132	6222602	emu.4	Chordata	Aves	Dromaiidae	Dromaius	Metazoa	Casuariiformes	Dromaius novaehollandiae	Dromaius novaehollandiae	Dromaius_novaehollandiae	emu		Dromaius novaehollandiae		omnivore	Austria		feces	carnivore	carnivore	captive	
13881.SAMEA6809596	13881	Meles-meles_SAMEA6809596.ebi_filtered_r1r2combined_sampleCombined	Meles-meles_SAMEA6809596.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	5815534	5815098	eurasian_badger.1	Chordata	Mammalia	Mustelidae	Meles	Metazoa	Carnivora	Meles meles	Lutra lutra	Meles_meles	Eurasian badger		Lutra lutra		omnivore	Austria		feces	"carnivore, omnivore"	omnivore	wild	
13881.SAMEA6809427	13881	Castor-fiber_SAMEA6809427.ebi_filtered_r1r2combined_sampleCombined	Castor-fiber_SAMEA6809427.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3433076	3396860	eurasian_beaver.1	Chordata	Mammalia	Castoridae	Castor	Metazoa	Rodentia	Castor fiber	Castor canadensis	Castor_fiber	Eurasian beaver		Castor canadensis		herbivore	Austria		feces	herbivore	herbivore	wild	
13881.SAMEA6809615	13881	Castor-fiber_SAMEA6809615.ebi_filtered_r1r2combined_sampleCombined	Castor-fiber_SAMEA6809615.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1567842	595032	eurasian_beaver.2	Chordata	Mammalia	Castoridae	Castor	Metazoa	Rodentia	Castor fiber	Castor canadensis	Castor_fiber	Eurasian beaver		Castor canadensis		herbivore	Austria		feces	herbivore	herbivore	wild	
13881.SAMEA6809621	13881	Phylloscopus-collybita_SAMEA6809621.ebi_filtered_r1r2combined_sampleCombined	Phylloscopus-collybita_SAMEA6809621.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	52836048	52776036	eurasian_chiffchaff.1	Chordata	Aves	Phylloscopidae	Phylloscopus	Metazoa	Passeriformes	Phylloscopus collybita	Phylloscopus trochilus	Phylloscopus_collybita	eurasian chiffchaff		Phylloscopus trochilus		omnivore	Austria		feces	insectivore	carnivore	wild	
13881.SAMEA6809459	13881	Lynx-lynx_SAMEA6809459.ebi_filtered_r1r2combined_sampleCombined	Lynx-lynx_SAMEA6809459.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	6969936	3083778	eurasian_lynx.1	Chordata	Mammalia	Felidae	Lynx	Metazoa	Carnivora	Lynx lynx	Lynx canadensis	Lynx_lynx	Eurasian lynx		Lynx canadensis		carnivore	Austria		feces	carnivore	carnivore	wild	
13881.SAMEA6809555	13881	Lynx-lynx_SAMEA6809555.ebi_filtered_r1r2combined_sampleCombined	Lynx-lynx_SAMEA6809555.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	993858	949090	eurasian_lynx.2	Chordata	Mammalia	Felidae	Lynx	Metazoa	Carnivora	Lynx lynx	Lynx canadensis	Lynx_lynx	Eurasian lynx		Lynx canadensis		carnivore	Austria		feces	carnivore	carnivore	captive	
13881.SAMEA6809598	13881	Caprimulgus-europaeus_SAMEA6809598.ebi_filtered_r1r2combined_sampleCombined	Caprimulgus-europaeus_SAMEA6809598.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2726928	2725286	eurasian_nightjar.1	Chordata	Aves	Caprimulgidae	Caprimulgus	Metazoa	Caprimulgiformes	Caprimulgus europaeus	Caprimulgus europaeus	Caprimulgus_europaeus	Eurasian nightjar		Caprimulgus europaeus		carnivore	Austria		feces	insectivore	carnivore	wild	
13881.SAMEA6809632	13881	Sciurus-vulgaris_SAMEA6809632.ebi_filtered_r1r2combined_sampleCombined	Sciurus-vulgaris_SAMEA6809632.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	19196840	941482	eurasian_red_squirrel.1	Chordata	Mammalia	Sciuridae	Sciurus	Metazoa	Rodentia	Sciurus vulgaris	Sciurus vulgaris	Sciurus_vulgaris	Eurasian red squirrel		Sciurus vulgaris		omnivore	Austria		gut	herbivore	herbivore	wild	
13881.SAMEA6809616	13881	Lutra-lutra_SAMEA6809616.ebi_filtered_r1r2combined_sampleCombined	Lutra-lutra_SAMEA6809616.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	4599576	379064	eurasian_reed_warbler.1	Chordata	Mammalia	Mustelidae	Lutra	Metazoa	Carnivora	Lutra lutra	Lutra lutra	Lutra_lutra	Eurasian river otter		Lutra lutra		carnivore	Austria		feces	carnivore	carnivore	wild	
13881.SAMEA6809617	13881	Lutra-lutra_SAMEA6809617.ebi_filtered_r1r2combined_sampleCombined	Lutra-lutra_SAMEA6809617.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2338802	156914	eurasian_river_otter.1	Chordata	Mammalia	Mustelidae	Lutra	Metazoa	Carnivora	Lutra lutra	Lutra lutra	Lutra_lutra	Eurasian river otter		Lutra lutra		carnivore	Austria		feces	carnivore	carnivore	wild	
13881.SAMEA6809366	13881	Accipiter-nisus_SAMEA6809366.ebi_filtered_r1r2combined_sampleCombined	Accipiter-nisus_SAMEA6809366.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	9162398	8342298	eurasian_river_otter.2	Chordata	Aves	Accipitridae	Accipiter	Metazoa	Accipitriformes	Accipiter nisus	Accipiter nisus	Accipiter_nisus	Eurasian sparrowhawk		Accipiter nisus		carnivore	Hungary		gut	carnivore	carnivore	wild	
13881.SAMEA6809563	13881	Acrocephalus-scirpaceus_SAMEA6809563.ebi_filtered_r1r2combined_sampleCombined	Acrocephalus-scirpaceus_SAMEA6809563.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	9849836	9779756	eurasian_sparrowhawk.1	Chordata	Aves	Sylviidae	Acrocephalus	Metazoa	Passeriformes	Acrocephalus scirpaceus	Acrocephalus arundinaceus	Acrocephalus_scirpaceus	Eurasian_Reed_Warbler		Acrocephalus arundinaceus		omnivore	Austria		feces	insectivore	carnivore	captive	
13881.SAMEA6809461	13881	Scolopax-rusticola_SAMEA6809461.ebi_filtered_r1r2combined_sampleCombined	Scolopax-rusticola_SAMEA6809461.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	10123834	9842398	eurasian_woodcock.1	Chordata	Aves	Scolopacidae	Scolopax	Metazoa	Charadriiformes	Scolopax rusticola	Scolopax mira 	Scolopax_rusticola	Eurasian_Woodcock		Scolopax mira 		omnivore	Hungary		feces	insectivore	carnivore	wild	
13881.SAMEA6809411	13881	Squalius-cephalus_SAMEA6809411.ebi_filtered_r1r2combined_sampleCombined	Squalius-cephalus_SAMEA6809411.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2781864	2778778	european_chub.1	Chordata	Actinopterygii	Leuciscidae	Squalius	Metazoa	Cypriniformes	Squalius cephalus	Squalius pyrenaicus	Squalius_cephalus	European chub		Squalius pyrenaicus		omnivore	Austria		gut	carnivore	carnivore	wild	
